Year,Month,Day,Site,NABAEnglishName,ButterflyCount,Party_Hours,#Parties
1992,8,2,RamseyCanyonAZ,Common Buckeye,2,55,7
1992,8,2,RamseyCanyonAZ,Tropical Buckeye (form nigrosuffusa),2,55,7
1992,8,2,RamseyCanyonAZ,Lyside Sulphur,4,55,7
1992,8,2,RamseyCanyonAZ,Marine Blue,41,55,7
1992,8,2,RamseyCanyonAZ,Eufala Skipper,1,55,7
1992,8,2,RamseyCanyonAZ,American Snout,1,55,7
1992,8,2,RamseyCanyonAZ,Viceroy,4,55,7
1992,8,2,RamseyCanyonAZ,Red-spotted Purple,32,55,7
1992,8,2,RamseyCanyonAZ,Red Satyr,30,55,7
1992,8,2,RamseyCanyonAZ,Leda Ministreak,10,55,7
1992,8,2,RamseyCanyonAZ,Dainty Sulphur,26,55,7
1992,8,2,RamseyCanyonAZ,Mourning Cloak,14,55,7
1992,8,2,RamseyCanyonAZ,Giant Swallowtail,1,55,7
1992,8,2,RamseyCanyonAZ,Two-tailed Swallowtail,45,55,7
1992,8,2,RamseyCanyonAZ,Black Swallowtail,2,55,7
1992,8,2,RamseyCanyonAZ,Snow's Skipper,3,55,7
1992,8,2,RamseyCanyonAZ,Cloudless Sulphur,118,55,7
1992,8,2,RamseyCanyonAZ,Common Sootywing,12,55,7
1992,8,2,RamseyCanyonAZ,Mylitta Crescent,4,55,7
1992,8,2,RamseyCanyonAZ,Painted Crescent,1,55,7
1992,8,2,RamseyCanyonAZ,Texan Crescent,2,55,7
1992,8,2,RamseyCanyonAZ,Cabbage White,18,55,7
1992,8,2,RamseyCanyonAZ,Four-spotted Skipperling,24,55,7
1992,8,2,RamseyCanyonAZ,Taxiles Skipper,32,55,7
1992,8,2,RamseyCanyonAZ,Satyr Comma,1,55,7
1992,8,2,RamseyCanyonAZ,Checkered White,18,55,7
1992,8,2,RamseyCanyonAZ,White Checkered-Skipper,9,55,7
1992,8,2,RamseyCanyonAZ,Desert Checkered-Skipper,4,55,7
1992,8,2,RamseyCanyonAZ,Dull Firetip,102,55,7
1992,8,2,RamseyCanyonAZ,Golden-headed Scallopwing,11,55,7
1992,8,2,RamseyCanyonAZ,Gray Hairstreak,22,55,7
1992,8,2,RamseyCanyonAZ,Arizona Powdered-Skipper,1,55,7
1992,8,2,RamseyCanyonAZ,Elada Checkerspot,42,55,7
1992,8,2,RamseyCanyonAZ,Northern Cloudywing,17,55,7
1992,8,2,RamseyCanyonAZ,West Coast Lady,1,55,7
1992,8,2,RamseyCanyonAZ,Painted Lady,57,55,7
1992,8,2,RamseyCanyonAZ,American Lady,1,55,7
1993,7,31,RamseyCanyonAZ,Desert Cloudywing,3,45.5,4
1993,7,31,RamseyCanyonAZ,California Sister,101,45.5,4
1993,7,31,RamseyCanyonAZ,Bronze Roadside-Skipper,12,45.5,4
1993,7,31,RamseyCanyonAZ,Cassus Roadside-Skipper,13,45.5,4
1993,7,31,RamseyCanyonAZ,Dotted Roadside-Skipper,5,45.5,4
1993,7,31,RamseyCanyonAZ,Large Roadside-Skipper,3,45.5,4
1993,7,31,RamseyCanyonAZ,Orange-edged Roadside-Skipper,8,45.5,4
1993,7,31,RamseyCanyonAZ,Slaty Roadside-Skipper,7,45.5,4
1993,7,31,RamseyCanyonAZ,Nysa Roadside-Skipper,16,45.5,4
1993,7,31,RamseyCanyonAZ,Oslar's Roadside-Skipper,3,45.5,4
1993,7,31,RamseyCanyonAZ,Nais Metalmark,9,45.5,4
1993,7,31,RamseyCanyonAZ,Palmer's Metalmark,1,45.5,4
1993,7,31,RamseyCanyonAZ,Tawny Emperor,1,45.5,4
1993,7,31,RamseyCanyonAZ,Sachem,6,45.5,4
1993,7,31,RamseyCanyonAZ,Moon-marked Skipper,3,45.5,4
1993,7,31,RamseyCanyonAZ,Golden Banded-Skipper,7,45.5,4
1993,7,31,RamseyCanyonAZ,Pipevine Swallowtail,81,45.5,4
1993,7,31,RamseyCanyonAZ,Western Pygmy-Blue,106,45.5,4
1993,7,31,RamseyCanyonAZ,Arizona Metalmark,2,45.5,4
1993,7,31,RamseyCanyonAZ,Fatal Metalmark,4,45.5,4
1993,7,31,RamseyCanyonAZ,'Siva' Juniper Hairstreak,1,45.5,4
1993,7,31,RamseyCanyonAZ,Spring Azure,201,45.5,4
1993,7,31,RamseyCanyonAZ,Common Streaky-Skipper,10,45.5,4
1993,7,31,RamseyCanyonAZ,Black Checkerspot,7,45.5,4
1993,7,31,RamseyCanyonAZ,Bordered Patch,138,45.5,4
1993,7,31,RamseyCanyonAZ,Theona Checkerspot,86,45.5,4
1993,7,31,RamseyCanyonAZ,Gold-costa Skipper,15,45.5,4
1993,7,31,RamseyCanyonAZ,Acacia Skipper,3,45.5,4
1993,7,31,RamseyCanyonAZ,Southern Dogface,45,45.5,4
1993,7,31,RamseyCanyonAZ,Orange Sulphur,96,45.5,4
1993,7,31,RamseyCanyonAZ,Clouded Sulphur,5,45.5,4
1993,7,31,RamseyCanyonAZ,Orange Skipperling,59,45.5,4
1993,7,31,RamseyCanyonAZ,Canyonland Satyr,2,45.5,4
1993,7,31,RamseyCanyonAZ,'Henshaw's' Nabokov's Satyr,6,45.5,4
1993,7,31,RamseyCanyonAZ,Queen,165,45.5,4
1993,7,31,RamseyCanyonAZ,Tiny Checkerspot,3,45.5,4
1993,7,31,RamseyCanyonAZ,Ares Metalmark,4,45.5,4
1993,7,31,RamseyCanyonAZ,Zela Metalmark,18,45.5,4
1993,7,31,RamseyCanyonAZ,Silver-spotted Skipper,11,45.5,4
1993,7,31,RamseyCanyonAZ,Arizona Hairstreak,15,45.5,4
1993,7,31,RamseyCanyonAZ,Funereal Duskywing,6,45.5,4
1993,7,31,RamseyCanyonAZ,Juvenal's Duskywing,1,45.5,4
1993,7,31,RamseyCanyonAZ,Meridian Duskywing,1,45.5,4
1993,7,31,RamseyCanyonAZ,Pacuvius Duskywing,21,45.5,4
1993,7,31,RamseyCanyonAZ,Scudder's Duskywing,4,45.5,4
1993,7,31,RamseyCanyonAZ,Mournful Duskywing,19,45.5,4
1993,7,31,RamseyCanyonAZ,Variegated Fritillary,8,45.5,4
1993,7,31,RamseyCanyonAZ,Mexican Fritillary,1,45.5,4
1993,7,31,RamseyCanyonAZ,Boisduval's Yellow,7,45.5,4
1993,7,31,RamseyCanyonAZ,Mexican Yellow,108,45.5,4
1993,7,31,RamseyCanyonAZ,Sleepy Orange,28,45.5,4
1993,7,31,RamseyCanyonAZ,Tailed Orange,4,45.5,4
1993,7,31,RamseyCanyonAZ,Western Tailed-Blue,34,45.5,4
1993,7,31,RamseyCanyonAZ,Ceraunus Blue,7,45.5,4
1993,7,31,RamseyCanyonAZ,Reakirt's Blue,50,45.5,4
1993,7,31,RamseyCanyonAZ,Pahaska Skipper,1,45.5,4
1993,7,31,RamseyCanyonAZ,Fiery Skipper,3,45.5,4
1993,7,31,RamseyCanyonAZ,Colorado Hairstreak,9,45.5,4
1993,7,31,RamseyCanyonAZ,Common Buckeye,16,45.5,4
1993,7,31,RamseyCanyonAZ,Tropical Buckeye (form nigrosuffusa),13,45.5,4
1993,7,31,RamseyCanyonAZ,Marine Blue,135,45.5,4
1993,7,31,RamseyCanyonAZ,Clouded Skipper,1,45.5,4
1993,7,31,RamseyCanyonAZ,Eufala Skipper,4,45.5,4
1993,7,31,RamseyCanyonAZ,American Snout,22,45.5,4
1993,7,31,RamseyCanyonAZ,Viceroy,20,45.5,4
1993,7,31,RamseyCanyonAZ,Red-spotted Admiral,22,45.5,4
1993,7,31,RamseyCanyonAZ,Red Satyr,34,45.5,4
1993,7,31,RamseyCanyonAZ,Leda Ministreak,43,45.5,4
1993,7,31,RamseyCanyonAZ,Dainty Sulphur,18,45.5,4
1993,7,31,RamseyCanyonAZ,Mourning Cloak,4,45.5,4
1993,7,31,RamseyCanyonAZ,Edwards' Skipperling,26,45.5,4
1993,7,31,RamseyCanyonAZ,Two-tailed Swallowtail,24,45.5,4
1993,7,31,RamseyCanyonAZ,Black Swallowtail,5,45.5,4
1993,7,31,RamseyCanyonAZ,Pine Satyr,6,45.5,4
1993,7,31,RamseyCanyonAZ,Snow's Skipper,1,45.5,4
1993,7,31,RamseyCanyonAZ,Large Orange Sulphur,3,45.5,4
1993,7,31,RamseyCanyonAZ,Cloudless Sulphur,202,45.5,4
1993,7,31,RamseyCanyonAZ,Common Sootywing,45,45.5,4
1993,7,31,RamseyCanyonAZ,Mylitta Crescent,27,45.5,4
1993,7,31,RamseyCanyonAZ,Painted Crescent,3,45.5,4
1993,7,31,RamseyCanyonAZ,Texan Crescent,11,45.5,4
1993,7,31,RamseyCanyonAZ,Pearl Crescent,2,45.5,4
1993,7,31,RamseyCanyonAZ,Cabbage White,12,45.5,4
1993,7,31,RamseyCanyonAZ,Four-spotted Skipperling,120,45.5,4
1993,7,31,RamseyCanyonAZ,Acmon Blue,4,45.5,4
1993,7,31,RamseyCanyonAZ,Taxiles Skipper,19,45.5,4
1993,7,31,RamseyCanyonAZ,Carus Skipper,6,45.5,4
1993,7,31,RamseyCanyonAZ,Satyr Comma,3,45.5,4
1993,7,31,RamseyCanyonAZ,Checkered White,18,45.5,4
1993,7,31,RamseyCanyonAZ,White Checkered-Skipper,12,45.5,4
1993,7,31,RamseyCanyonAZ,Desert Checkered-Skipper,3,45.5,4
1993,7,31,RamseyCanyonAZ,Dull Firetip,279,45.5,4
1993,7,31,RamseyCanyonAZ,Golden-headed Scallopwing,15,45.5,4
1993,7,31,RamseyCanyonAZ,Gray Hairstreak,14,45.5,4
1993,7,31,RamseyCanyonAZ,Elada Checkerspot,10,45.5,4
1993,7,31,RamseyCanyonAZ,Drusius Cloudywing,2,45.5,4
1993,7,31,RamseyCanyonAZ,Northern Cloudywing,31,45.5,4
1993,7,31,RamseyCanyonAZ,Painted Lady,1,45.5,4
1994,7,30,RamseyCanyonAZ,California Sister,10,44,5
1994,7,30,RamseyCanyonAZ,Bronze Roadside-Skipper,6,44,5
1994,7,30,RamseyCanyonAZ,Cassus Roadside-Skipper,9,44,5
1994,7,30,RamseyCanyonAZ,Dotted Roadside-Skipper,1,44,5
1994,7,30,RamseyCanyonAZ,Large Roadside-Skipper,7,44,5
1994,7,30,RamseyCanyonAZ,Orange-edged Roadside-Skipper,13,44,5
1994,7,30,RamseyCanyonAZ,Slaty Roadside-Skipper,2,44,5
1994,7,30,RamseyCanyonAZ,Nysa Roadside-Skipper,1,44,5
1994,7,30,RamseyCanyonAZ,Nais Metalmark,1,44,5
1994,7,30,RamseyCanyonAZ,Tawny Emperor,5,44,5
1994,7,30,RamseyCanyonAZ,Sachem,1,44,5
1994,7,30,RamseyCanyonAZ,Great Purple Hairstreak,1,44,5
1994,7,30,RamseyCanyonAZ,Moon-marked Skipper,8,44,5
1994,7,30,RamseyCanyonAZ,Golden Banded-Skipper,12,44,5
1994,7,30,RamseyCanyonAZ,Pipevine Swallowtail,56,44,5
1994,7,30,RamseyCanyonAZ,Western Pygmy-Blue,86,44,5
1994,7,30,RamseyCanyonAZ,Fatal Metalmark,4,44,5
1994,7,30,RamseyCanyonAZ,Spring Azure,90,44,5
1994,7,30,RamseyCanyonAZ,Common Streaky-Skipper,2,44,5
1994,7,30,RamseyCanyonAZ,White-patched Skipper,1,44,5
1994,7,30,RamseyCanyonAZ,Black Checkerspot,2,44,5
1994,7,30,RamseyCanyonAZ,Bordered Patch,4,44,5
1994,7,30,RamseyCanyonAZ,Theona Checkerspot,1,44,5
1994,7,30,RamseyCanyonAZ,Gold-costa Skipper,5,44,5
1994,7,30,RamseyCanyonAZ,Acacia Skipper,3,44,5
1994,7,30,RamseyCanyonAZ,Southern Dogface,2,44,5
1994,7,30,RamseyCanyonAZ,Orange Sulphur,164,44,5
1994,7,30,RamseyCanyonAZ,Clouded Sulphur,3,44,5
1994,7,30,RamseyCanyonAZ,Orange Skipperling,7,44,5
1994,7,30,RamseyCanyonAZ,'Henshaw's' Nabokov's Satyr,2,44,5
1994,7,30,RamseyCanyonAZ,Queen,59,44,5
1994,7,30,RamseyCanyonAZ,Ares Metalmark,4,44,5
1994,7,30,RamseyCanyonAZ,Silver-spotted Skipper,1,44,5
1994,7,30,RamseyCanyonAZ,Arizona Hairstreak,1,44,5
1994,7,30,RamseyCanyonAZ,Funereal Duskywing,5,44,5
1994,7,30,RamseyCanyonAZ,Scudder's Duskywing,1,44,5
1994,7,30,RamseyCanyonAZ,Mournful Duskywing,5,44,5
1994,7,30,RamseyCanyonAZ,Variegated Fritillary,52,44,5
1994,7,30,RamseyCanyonAZ,Mexican Yellow,20,44,5
1994,7,30,RamseyCanyonAZ,Sleepy Orange,20,44,5
1994,7,30,RamseyCanyonAZ,Tailed Orange,9,44,5
1994,7,30,RamseyCanyonAZ,Western Tailed-Blue,1,44,5
1994,7,30,RamseyCanyonAZ,Eastern Tailed-Blue,1,44,5
1994,7,30,RamseyCanyonAZ,Ceraunus Blue,16,44,5
1994,7,30,RamseyCanyonAZ,Reakirt's Blue,96,44,5
1994,7,30,RamseyCanyonAZ,Common Buckeye,4,44,5
1994,7,30,RamseyCanyonAZ,Tropical Buckeye (form nigrosuffusa),1,44,5
1994,7,30,RamseyCanyonAZ,Lyside Sulphur,1,44,5
1994,7,30,RamseyCanyonAZ,Marine Blue,114,44,5
1994,7,30,RamseyCanyonAZ,Eufala Skipper,8,44,5
1994,7,30,RamseyCanyonAZ,American Snout,3,44,5
1994,7,30,RamseyCanyonAZ,Viceroy,5,44,5
1994,7,30,RamseyCanyonAZ,Red-spotted Purple,1,44,5
1994,7,30,RamseyCanyonAZ,Red Satyr,26,44,5
1994,7,30,RamseyCanyonAZ,Leda Ministreak,23,44,5
1994,7,30,RamseyCanyonAZ,Dainty Sulphur,9,44,5
1994,7,30,RamseyCanyonAZ,Mourning Cloak,3,44,5
1994,7,30,RamseyCanyonAZ,Edwards' Skipperling,9,44,5
1994,7,30,RamseyCanyonAZ,Two-tailed Swallowtail,15,44,5
1994,7,30,RamseyCanyonAZ,Black Swallowtail,1,44,5
1994,7,30,RamseyCanyonAZ,Cloudless Sulphur,139,44,5
1994,7,30,RamseyCanyonAZ,Common Sootywing,3,44,5
1994,7,30,RamseyCanyonAZ,Mylitta Crescent,15,44,5
1994,7,30,RamseyCanyonAZ,Painted Crescent,1,44,5
1994,7,30,RamseyCanyonAZ,Texan Crescent,1,44,5
1994,7,30,RamseyCanyonAZ,Pearl Crescent,5,44,5
1994,7,30,RamseyCanyonAZ,Cabbage White,2,44,5
1994,7,30,RamseyCanyonAZ,Four-spotted Skipperling,51,44,5
1994,7,30,RamseyCanyonAZ,Taxiles Skipper,74,44,5
1994,7,30,RamseyCanyonAZ,Satyr Comma,1,44,5
1994,7,30,RamseyCanyonAZ,Checkered White,4,44,5
1994,7,30,RamseyCanyonAZ,White Checkered-Skipper,18,44,5
1994,7,30,RamseyCanyonAZ,Desert Checkered-Skipper,2,44,5
1994,7,30,RamseyCanyonAZ,Dull Firetip,10,44,5
1994,7,30,RamseyCanyonAZ,Golden-headed Scallopwing,2,44,5
1994,7,30,RamseyCanyonAZ,Gray Hairstreak,22,44,5
1994,7,30,RamseyCanyonAZ,Elada Checkerspot,2,44,5
1994,7,30,RamseyCanyonAZ,Drusius Cloudywing,2,44,5
1994,7,30,RamseyCanyonAZ,Northern Cloudywing,18,44,5
1994,7,30,RamseyCanyonAZ,Red Admiral,2,44,5
1994,7,30,RamseyCanyonAZ,Painted Lady,1,44,5
1994,7,30,RamseyCanyonAZ,American Lady,2,44,5
1995,8,6,RamseyCanyonAZ,Desert Cloudywing,7,70,7
1995,8,6,RamseyCanyonAZ,California Sister,172,70,7
1995,8,6,RamseyCanyonAZ,Gulf Fritillary,6,70,7
1995,8,6,RamseyCanyonAZ,Bronze Roadside-Skipper,24,70,7
1995,8,6,RamseyCanyonAZ,Cassus Roadside-Skipper,96,70,7
1995,8,6,RamseyCanyonAZ,Dotted Roadside-Skipper,2,70,7
1995,8,6,RamseyCanyonAZ,Large Roadside-Skipper,20,70,7
1995,8,6,RamseyCanyonAZ,Orange-edged Roadside-Skipper,13,70,7
1995,8,6,RamseyCanyonAZ,Slaty Roadside-Skipper,5,70,7
1995,8,6,RamseyCanyonAZ,Nysa Roadside-Skipper,5,70,7
1995,8,6,RamseyCanyonAZ,Oslar's Roadside-Skipper,8,70,7
1995,8,6,RamseyCanyonAZ,Texas Roadside-Skipper,2,70,7
1995,8,6,RamseyCanyonAZ,Mormon Metalmark,4,70,7
1995,8,6,RamseyCanyonAZ,Nais Metalmark,2,70,7
1995,8,6,RamseyCanyonAZ,Hackberry Emperor,4,70,7
1995,8,6,RamseyCanyonAZ,Tawny Emperor,1,70,7
1995,8,6,RamseyCanyonAZ,Sachem,1,70,7
1995,8,6,RamseyCanyonAZ,Great Purple Hairstreak,2,70,7
1995,8,6,RamseyCanyonAZ,Moon-marked Skipper,4,70,7
1995,8,6,RamseyCanyonAZ,Golden Banded-Skipper,5,70,7
1995,8,6,RamseyCanyonAZ,Pipevine Swallowtail,225,70,7
1995,8,6,RamseyCanyonAZ,Western Pygmy-Blue,81,70,7
1995,8,6,RamseyCanyonAZ,Arizona Metalmark,12,70,7
1995,8,6,RamseyCanyonAZ,Fatal Metalmark,4,70,7
1995,8,6,RamseyCanyonAZ,Juniper Hairstreak,12,70,7
1995,8,6,RamseyCanyonAZ,Spring Azure,237,70,7
1995,8,6,RamseyCanyonAZ,Common Streaky-Skipper,3,70,7
1995,8,6,RamseyCanyonAZ,Black Checkerspot,7,70,7
1995,8,6,RamseyCanyonAZ,Bordered Patch,19,70,7
1995,8,6,RamseyCanyonAZ,Theona Checkerspot,38,70,7
1995,8,6,RamseyCanyonAZ,Arizona Skipper,3,70,7
1995,8,6,RamseyCanyonAZ,Gold-costa Skipper,26,70,7
1995,8,6,RamseyCanyonAZ,Acacia Skipper,33,70,7
1995,8,6,RamseyCanyonAZ,Southern Dogface,10,70,7
1995,8,6,RamseyCanyonAZ,Orange Sulphur,40,70,7
1995,8,6,RamseyCanyonAZ,Clouded Sulphur,2,70,7
1995,8,6,RamseyCanyonAZ,Orange Skipperling,33,70,7
1995,8,6,RamseyCanyonAZ,Canyonland Satyr,2,70,7
1995,8,6,RamseyCanyonAZ,'Henshaw's' Nabokov's Satyr,9,70,7
1995,8,6,RamseyCanyonAZ,Queen,154,70,7
1995,8,6,RamseyCanyonAZ,Monarch,4,70,7
1995,8,6,RamseyCanyonAZ,Tiny Checkerspot,2,70,7
1995,8,6,RamseyCanyonAZ,Ares Metalmark,41,70,7
1995,8,6,RamseyCanyonAZ,Zela Metalmark,13,70,7
1995,8,6,RamseyCanyonAZ,Silver-spotted Skipper,28,70,7
1995,8,6,RamseyCanyonAZ,Arizona Hairstreak,2,70,7
1995,8,6,RamseyCanyonAZ,Funereal Duskywing,4,70,7
1995,8,6,RamseyCanyonAZ,Juvenal's Duskywing,3,70,7
1995,8,6,RamseyCanyonAZ,Pacuvius Duskywing,7,70,7
1995,8,6,RamseyCanyonAZ,Mournful Duskywing,35,70,7
1995,8,6,RamseyCanyonAZ,Variegated Fritillary,20,70,7
1995,8,6,RamseyCanyonAZ,Mexican Yellow,72,70,7
1995,8,6,RamseyCanyonAZ,Sleepy Orange,17,70,7
1995,8,6,RamseyCanyonAZ,Tailed Orange,5,70,7
1995,8,6,RamseyCanyonAZ,Western Tailed-Blue,2,70,7
1995,8,6,RamseyCanyonAZ,Ceraunus Blue,9,70,7
1995,8,6,RamseyCanyonAZ,Reakirt's Blue,88,70,7
1995,8,6,RamseyCanyonAZ,Pahaska Skipper,3,70,7
1995,8,6,RamseyCanyonAZ,Saltbush Sootywing,2,70,7
1995,8,6,RamseyCanyonAZ,Fiery Skipper,8,70,7
1995,8,6,RamseyCanyonAZ,Colorado Hairstreak,1,70,7
1995,8,6,RamseyCanyonAZ,Common Buckeye,58,70,7
1995,8,6,RamseyCanyonAZ,Tropical Buckeye (form nigrosuffusa),30,70,7
1995,8,6,RamseyCanyonAZ,Marine Blue,443,70,7
1995,8,6,RamseyCanyonAZ,Eufala Skipper,6,70,7
1995,8,6,RamseyCanyonAZ,Viceroy,22,70,7
1995,8,6,RamseyCanyonAZ,Red-spotted Purple,44,70,7
1995,8,6,RamseyCanyonAZ,Red Satyr,55,70,7
1995,8,6,RamseyCanyonAZ,Common Mestra,1,70,7
1995,8,6,RamseyCanyonAZ,Leda Ministreak,204,70,7
1995,8,6,RamseyCanyonAZ,Dainty Sulphur,22,70,7
1995,8,6,RamseyCanyonAZ,Mourning Cloak,7,70,7
1995,8,6,RamseyCanyonAZ,California Tortoiseshell,1,70,7
1995,8,6,RamseyCanyonAZ,Edwards' Skipperling,41,70,7
1995,8,6,RamseyCanyonAZ,Giant Swallowtail,2,70,7
1995,8,6,RamseyCanyonAZ,Two-tailed Swallowtail,74,70,7
1995,8,6,RamseyCanyonAZ,Black Swallowtail,12,70,7
1995,8,6,RamseyCanyonAZ,Cloudless Sulphur,95,70,7
1995,8,6,RamseyCanyonAZ,Common Sootywing,44,70,7
1995,8,6,RamseyCanyonAZ,Mylitta Crescent,15,70,7
1995,8,6,RamseyCanyonAZ,Painted Crescent,11,70,7
1995,8,6,RamseyCanyonAZ,Texan Crescent,14,70,7
1995,8,6,RamseyCanyonAZ,Pearl Crescent,12,70,7
1995,8,6,RamseyCanyonAZ,Cabbage White,10,70,7
1995,8,6,RamseyCanyonAZ,Four-spotted Skipperling,109,70,7
1995,8,6,RamseyCanyonAZ,Acmon Blue,18,70,7
1995,8,6,RamseyCanyonAZ,Taxiles Skipper,212,70,7
1995,8,6,RamseyCanyonAZ,Carus Skipper,1,70,7
1995,8,6,RamseyCanyonAZ,Satyr Comma,4,70,7
1995,8,6,RamseyCanyonAZ,Checkered White,49,70,7
1995,8,6,RamseyCanyonAZ,White Checkered-Skipper,17,70,7
1995,8,6,RamseyCanyonAZ,Desert Checkered-Skipper,7,70,7
1995,8,6,RamseyCanyonAZ,Dull Firetip,112,70,7
1995,8,6,RamseyCanyonAZ,Golden-headed Scallopwing,11,70,7
1995,8,6,RamseyCanyonAZ,Gray Hairstreak,28,70,7
1995,8,6,RamseyCanyonAZ,Elada Checkerspot,31,70,7
1995,8,6,RamseyCanyonAZ,Drusius Cloudywing,16,70,7
1995,8,6,RamseyCanyonAZ,Northern Cloudywing,228,70,7
1995,8,6,RamseyCanyonAZ,West Coast Lady,32,70,7
1995,8,6,RamseyCanyonAZ,Red Admiral,3,70,7
1995,8,6,RamseyCanyonAZ,Painted Lady,212,70,7
1995,8,6,RamseyCanyonAZ,American Lady,6,70,7
1996,8,5,RamseyCanyonAZ,Desert Cloudywing,1,67.5,8
1996,8,5,RamseyCanyonAZ,California Sister,51,67.5,8
1996,8,5,RamseyCanyonAZ,Bronze Roadside-Skipper,27,67.5,8
1996,8,5,RamseyCanyonAZ,Cassus Roadside-Skipper,12,67.5,8
1996,8,5,RamseyCanyonAZ,Large Roadside-Skipper,11,67.5,8
1996,8,5,RamseyCanyonAZ,Orange-edged Roadside-Skipper,15,67.5,8
1996,8,5,RamseyCanyonAZ,Nysa Roadside-Skipper,8,67.5,8
1996,8,5,RamseyCanyonAZ,Oslar's Roadside-Skipper,1,67.5,8
1996,8,5,RamseyCanyonAZ,Texas Roadside-Skipper,1,67.5,8
1996,8,5,RamseyCanyonAZ,Mormon Metalmark,5,67.5,8
1996,8,5,RamseyCanyonAZ,Nais Metalmark,9,67.5,8
1996,8,5,RamseyCanyonAZ,Palmer's Metalmark,1,67.5,8
1996,8,5,RamseyCanyonAZ,Hackberry Emperor,3,67.5,8
1996,8,5,RamseyCanyonAZ,Tawny Emperor,3,67.5,8
1996,8,5,RamseyCanyonAZ,Great Purple Hairstreak,10,67.5,8
1996,8,5,RamseyCanyonAZ,Moon-marked Skipper,9,67.5,8
1996,8,5,RamseyCanyonAZ,Golden Banded-Skipper,3,67.5,8
1996,8,5,RamseyCanyonAZ,Pipevine Swallowtail,151,67.5,8
1996,8,5,RamseyCanyonAZ,Western Pygmy-Blue,122,67.5,8
1996,8,5,RamseyCanyonAZ,Arizona Metalmark,4,67.5,8
1996,8,5,RamseyCanyonAZ,'Siva' Juniper Hairstreak,5,67.5,8
1996,8,5,RamseyCanyonAZ,Thicket Hairstreak,2,67.5,8
1996,8,5,RamseyCanyonAZ,Brazilian Skipper,3,67.5,8
1996,8,5,RamseyCanyonAZ,Spring Azure,160,67.5,8
1996,8,5,RamseyCanyonAZ,Common Streaky-Skipper,3,67.5,8
1996,8,5,RamseyCanyonAZ,Black Checkerspot,2,67.5,8
1996,8,5,RamseyCanyonAZ,Fulvia Checkerspot,6,67.5,8
1996,8,5,RamseyCanyonAZ,Bordered Patch,12,67.5,8
1996,8,5,RamseyCanyonAZ,Theona Checkerspot,18,67.5,8
1996,8,5,RamseyCanyonAZ,Gold-costa Skipper,11,67.5,8
1996,8,5,RamseyCanyonAZ,Acacia Skipper,16,67.5,8
1996,8,5,RamseyCanyonAZ,Southern Dogface,8,67.5,8
1996,8,5,RamseyCanyonAZ,Orange Sulphur,237,67.5,8
1996,8,5,RamseyCanyonAZ,Orange Skipperling,26,67.5,8
1996,8,5,RamseyCanyonAZ,Canyonland Satyr,1,67.5,8
1996,8,5,RamseyCanyonAZ,Nabokov's Satyr,28,67.5,8
1996,8,5,RamseyCanyonAZ,Queen,69,67.5,8
1996,8,5,RamseyCanyonAZ,Monarch,14,67.5,8
1996,8,5,RamseyCanyonAZ,Ares Metalmark,5,67.5,8
1996,8,5,RamseyCanyonAZ,Zela Metalmark,15,67.5,8
1996,8,5,RamseyCanyonAZ,Silver-spotted Skipper,11,67.5,8
1996,8,5,RamseyCanyonAZ,Arizona Hairstreak,6,67.5,8
1996,8,5,RamseyCanyonAZ,Funereal Duskywing,6,67.5,8
1996,8,5,RamseyCanyonAZ,Juvenal's Duskywing,2,67.5,8
1996,8,5,RamseyCanyonAZ,Pacuvius Duskywing,19,67.5,8
1996,8,5,RamseyCanyonAZ,Mournful Duskywing,8,67.5,8
1996,8,5,RamseyCanyonAZ,Variegated Fritillary,30,67.5,8
1996,8,5,RamseyCanyonAZ,Mexican Yellow,25,67.5,8
1996,8,5,RamseyCanyonAZ,Sleepy Orange,42,67.5,8
1996,8,5,RamseyCanyonAZ,Tailed Orange,19,67.5,8
1996,8,5,RamseyCanyonAZ,Western Tailed-Blue,1,67.5,8
1996,8,5,RamseyCanyonAZ,Ceraunus Blue,206,67.5,8
1996,8,5,RamseyCanyonAZ,Reakirt's Blue,49,67.5,8
1996,8,5,RamseyCanyonAZ,Common Branded Skipper,8,67.5,8
1996,8,5,RamseyCanyonAZ,Pahaska Skipper,15,67.5,8
1996,8,5,RamseyCanyonAZ,Fiery Skipper,9,67.5,8
1996,8,5,RamseyCanyonAZ,Common Buckeye,6,67.5,8
1996,8,5,RamseyCanyonAZ,Tropical Buckeye (form nigrosuffusa),14,67.5,8
1996,8,5,RamseyCanyonAZ,Marine Blue,440,67.5,8
1996,8,5,RamseyCanyonAZ,Eufala Skipper,1,67.5,8
1996,8,5,RamseyCanyonAZ,American Snout,10,67.5,8
1996,8,5,RamseyCanyonAZ,Viceroy,9,67.5,8
1996,8,5,RamseyCanyonAZ,Red-spotted Purple,27,67.5,8
1996,8,5,RamseyCanyonAZ,Red Satyr,29,67.5,8
1996,8,5,RamseyCanyonAZ,Leda Ministreak,31,67.5,8
1996,8,5,RamseyCanyonAZ,Dainty Sulphur,43,67.5,8
1996,8,5,RamseyCanyonAZ,Mourning Cloak,1,67.5,8
1996,8,5,RamseyCanyonAZ,Edwards' Skipperling,6,67.5,8
1996,8,5,RamseyCanyonAZ,Giant Swallowtail,1,67.5,8
1996,8,5,RamseyCanyonAZ,Two-tailed Swallowtail,42,67.5,8
